Provider Name,City,State,Claims Paid By Treatment,Claims Paid By Testing
USA HEALTH,MOBILE,AL,$0 ,$8 
USA HEALTH PHYSICIAN B,MOBILE,AL,"$18,803 ","$7,607 "
USA HEALTH PHYSICIAN B,MOBILE,AL,$572 ,$0 
USA HEALTH PHYSICIAN B,MOBILE,AL,"$7,434 ","$8,009 "
MONROEVILLE EMERGENCY,MONROEVILLE,AL,"$1,953 ",$485 
MONROEVILLE EMERGENCY,MONROEVILLE,AL,"$1,349 ",$370 
PRIMARY CARE CENTER OF,MONROEVILLE,AL,$0 ,$305 
ALABAMA IMAGING PC,MONTGOMERY,AL,$20 ,$0 
EMERGENCY SERVICES OF,MONTGOMERY,AL,"$2,830 ","$6,373 "
EMERGENCY SERVICES OF,MONTGOMERY,AL,"$5,237 ","$5,207 "
HAYNES AMBULANCE OF AL,MONTGOMERY,AL,"$10,870 ",$0 
HEALTHCARE AUTHORITY F,MONTGOMERY,AL,"$878,710 ","$273,078 "
HEALTHCARE AUTHORITY F,MONTGOMERY,AL,"$407,149 ","$115,553 "
INTEGRATED CARE ALABAM,MONTGOMERY,AL,"$7,151 ","$29,531 "
JACKSON HOSPITAL AND C,MONTGOMERY,AL,"$370,004 ",$319 
MONTGOMERY PULMONARY C,MONTGOMERY,AL,"$29,056 ",$0 
MONTGOMERY PULMONARY C,MONTGOMERY,AL,"$55,054 ",$0 
MONTGOMERY RADIOLOGY A,MONTGOMERY,AL,$524 ,$131 
MONTGOMERY RADIOLOGY A,MONTGOMERY,AL,"$1,828 ","$1,103 "
MONTGOMERY RADIOLOGY A,MONTGOMERY,AL,$89 ,$70 
NES TENNESSEE INC,MONTGOMERY,AL,"$2,256 ","$20,789 "
NES TENNESSEE INC,MONTGOMERY,AL,$755 ,"$4,115 "
SELMA RADIOLOGY ASSOCI,MONTGOMERY,AL,$109 ,$0 
LAWRENCE COUNTY EMS IN,MOULTON,AL,"$25,865 ",$0 
WARRIOR MOUNTAIN EMERG,MOULTON,AL,$0 ,$697 
CHRIST HEALTH CENTER I,MOUNT OLIVE,AL,$630 ,"$9,969 "
MOBILE COUNTY BOARD OF,MOUNT VERNON,AL,$73 ,"$2,303 "
ADVANTAGE FAMILY CARE,MUSCLE SHOALS,AL,$871 ,"$4,690 "
ADVANTAGE FAMILY CARE,MUSCLE SHOALS,AL,"$1,325 ","$6,691 "
ELIZA COFFEE MEMORIAL,MUSCLE SHOALS,AL,"$23,568 ",$991 
ELIZA COFFEE MEMORIAL,MUSCLE SHOALS,AL,$926 ,"$2,134 "
NORTHWEST ALABAMA EMER,MUSCLE SHOALS,AL,$117 ,$351 
PARAGON CONTRACTING SE,NORTHPORT,AL,$0 ,$879 
RELIAS NORTHPORT,NORTHPORT,AL,"$2,660 ","$40,644 "
RELIAS NORTHPORT,NORTHPORT,AL,$234 ,"$3,398 "
WHATLEY HEALTH SERVICE,OAKMAN,AL,$0 ,$321 
QUALITY OF LIFE HEALTH,ONEONTA,AL,$0 ,$157 
ST VINCENTS BLOUNT,ONEONTA,AL,"$28,048 ","$11,024 "
ST VINCENTS BLOUNT,ONEONTA,AL,"$1,345 ",$385 
ALABAMA IMAGING PC,OPELIKA,AL,$9 ,$0 
EAST ALABAMA HEALTHCAR,OPELIKA,AL,"$742,930 ","$46,761 "
MIZELL MEMORIAL HOSPIT,OPP,AL,$599 ,"$8,034 "
SOUTHLAND MEDICAL SOLU,OPP,AL,$585 ,"$5,308 "
ALABAMA IMAGING PC,OZARK,AL,$248 ,$16 
DALE MEDICAL CENTER,OZARK,AL,"$55,019 ","$2,998 "
DALE MEDICAL CENTER,OZARK,AL,$0 ,$729 
SOUTHLAND MEDICAL SOLU,OZARK,AL,$351 ,"$1,479 "
TAYLOR D CAFFEY MDPA,OZARK,AL,$0 ,$126 
CAPSTONE RURAL HEATH C,PARRISH,AL,$0 ,"$4,833 "
ST VINCENTS ST CLAIR,PELL CITY,AL,"$28,748 ","$14,406 "
ST VINCENTS ST CLAIR,PELL CITY,AL,"$1,651 ",$434 
GEORGIA HOME MEDICAL C,PHENIX CITY,AL,$125 ,$0 
JACK HUGHSTON MEMORIAL,PHENIX CITY,AL,"$29,990 ","$56,673 "
MOON LAKE EMERGENCY PH,PHENIX CITY,AL,$0 ,$170 
EMERGENCY SERVICES OF,PRATTVILLE,AL,"$24,883 ","$36,262 "
EMERGENCY SERVICES OF,PRATTVILLE,AL,"$18,266 ","$50,914 "
HEALTHCARE AUTHORITY F,PRATTVILLE,AL,"$2,125 ","$7,860 "
HEALTHCARE AUTHORITY F,PRATTVILLE,AL,"$238,189 ","$123,646 "
MONTGOMERY RADIOLOGY A,PRATTVILLE,AL,$36 ,$127 
HELEN KELLER HOSPITAL,RED BAY,AL,$0 ,$882 
PICKENS COUNTY PRIMARY,REFORM,AL,$0 ,$102 
FOLEY CLINIC CORP,ROBERTSDALE,AL,$310 ,$207 
ROBERTSDALE URGENT CAR,ROBERTSDALE,AL,$286 ,"$8,959 "
APP OF ALABAMA ED PLLC,RUSSELLVILLE,AL,$740 ,"$2,413 "
RURAL HEALTH CLINICS L,RUSSELLVILLE,AL,"$23,032 ","$76,592 "
RUSSELLVILLE HOSPITAL,RUSSELLVILLE,AL,"$21,386 ","$3,241 "
RUSSELLVILLE HOSPITAL,RUSSELLVILLE,AL,"$11,861 ",$0 
DIAGNOSTIC AND MEDICAL,SARALAND,AL,$208 ,$0 
GMUC OF SARALAND,SARALAND,AL,$194 ,"$3,414 "
GMUC OF SARALAND,SARALAND,AL,"$1,052 ","$9,702 "
HIGHLANDS HEALTH AND R,SCOTTSBORO,AL,"$26,028 ","$88,320 "
IMMH SCOTTSBORO LLC,SCOTTSBORO,AL,$287 ,"$6,032 "
IMMH SCOTTSBORO LLC,SCOTTSBORO,AL,"$2,176 ","$10,675 "
SCOTTSBORO URGENT CARE,SCOTTSBORO,AL,"$1,379 ","$26,151 "
SELMA RADIOLOGY ASSOCI,SELMA,AL,$253 ,$0 
VAUGHAN REGIONAL MEDIC,SELMA,AL,"$207,382 ","$1,073 "
GREATER MOBILE URGENT,SEMMES,AL,$173 ,"$2,786 "
GREATER MOBILE URGENT,SEMMES,AL,"$3,401 ","$25,228 "
GREATER MOBILE URGENT,SEMMES,AL,$73 ,$0 
GREATER MOBILE URGENT,SEMMES,AL,$380 ,"$7,697 "
GREATER MOBILE URGENT,SEMMES,AL,$0 ,$217 
GREATER MOBILE URGENT,SEMMES,AL,$298 ,"$11,599 "
MOBILE COUNTY BOARD OF,SEMMES,AL,$0 ,"$9,132 "
HELEN KELLER HOSPITAL,SHEFFIELD,AL,"$30,216 ","$18,683 "
HELEN KELLER HOSPITAL,SHEFFIELD,AL,"$43,487 ","$3,629 "
GADSDEN REGIONAL PHYSI,SOUTHSIDE,AL,$50 ,$366 
AFFINITY PHYSICIAN SER,SPRINGVILLE,AL,$0 ,$293 
SYLACAUGA AMBULANCE SE,SYLACAUGA,AL,$596 ,$0 
BBH CBMC LLC,TALLADEGA,AL,"$1,059 ","$1,206 "
BBH CBMC LLC,TALLADEGA,AL,$113 ,"$2,594 "
ISLAND MEDICAL TROY AL,TALLADEGA,AL,"$1,143 ","$2,817 "
ROSE EMERGENCY GRP LLC,THOMASVILLE,AL,$825 ,$181 
HAYNES AMBULANCE OF TR,TROY,AL,"$5,370 ",$0 
ISLAND MEDICAL TROY AL,TROY,AL,"$1,232 ","$2,388 "
SOUTHERN HEALTH ASSOC,TROY,AL,$50 ,$0 
TROY HOSPITAL STAFFING,TROY,AL,"$2,046 ","$7,390 "
DCH REGIONAL MEDICAL C,TUSCALOOSA,AL,"$1,416 ","$118,158 "
RELIAS REGIONAL,TUSCALOOSA,AL,"$17,741 ","$126,995 "
RELIAS REGIONAL,TUSCALOOSA,AL,$702 ,"$12,328 "
THE RADIOLOGY CLINIC L,TUSCALOOSA,AL,"$4,026 ",$0 
TRINITY EMERGENCY PHYS,TUSCALOOSA,AL,"$12,325 ","$106,136 "
UNIVERSITY MEDICAL CEN,TUSCALOOSA,AL,"$14,846 ",$0 
WHATLEY HEALTH SERVICE,TUSCALOOSA,AL,$764 ,"$1,767 "
WHATLEY HEALTH SERVICE,TUSCALOOSA,AL,"$6,005 ","$79,263 "
QUALITY OF LIFE HEALTH,TUSKEGEE,AL,$0 ,$271 
RURAL HEALTH MEDICAL P,UNIONTOWN,AL,$0 ,$946 
AFFINITY PHYSICIAN SER,VESTAVIA,AL,$0 ,$114 
LIBERTY PEDIATRICS,VESTAVIA,AL,$0 ,"$6,715 "
TAUSTIN LABORATORIES,VESTAVIA,AL,"$2,817 ","$321,175 "
TAUSTIN LABORATORIES,VESTAVIA,AL,"$1,000 ","$54,150 "
CITY OF VESTAVIA HILLS,VESTAVIA HILLS,AL,$403 ,$0 
GOLDEN POINT SOLUTIONS,VESTAVIA HILLS,AL,$803 ,"$398,637 "
YOUR KIDS URGENT CARE,VESTAVIA HILLS,AL,$345 ,"$6,365 "
YOUR KIDS URGENT CARE,VESTAVIA HILLS,AL,$335 ,"$4,257 "
QUALITY OF LIFE HEALTH,WADLEY,AL,$0 ,$53 
ALABAMA EM 1 MEDICAL S,WEDOWEE,AL,$0 ,$340 
TANNER MEDICAL CENTER,WEDOWEE,AL,"$5,414 ","$16,991 "
TANNER MEDICAL CENTER,WEDOWEE,AL,"$1,471 ","$4,014 "
HAYNES AMBULANCE OF EL,WETUMPKA,AL,"$4,768 ",$0 
IVY CREEK HEALTH LLC,WETUMPKA,AL,$0 ,"$2,044 "
WILMER MEDICAL CLINIC,WILMER,AL,$0 ,$164 
WILMER MEDICAL CLINIC,WILMER,AL,$0 ,$47 
NORTHSTAR EMS INC JEFF,WINFIELD,AL,"$1,316 ",$0 
NORTHWEST MEDICAL CENT,WINFIELD,AL,$297 ,"$6,841 "
CAHABA MEDICAL CARE FO,WOODSTOCK,AL,$297 ,"$9,387 "
HILL HOSPITAL OF SUMTE,YORK,AL,"$18,372 ","$10,242 "
ARKANSAS HEALTH GROUP,ARKADELPHIA,AR,$169 ,$0 
ARKANSAS HEALTH GROUP,ARKADELPHIA,AR,$0 ,$69 
BAPTIST HEALTH MEDICAL,ARKADELPHIA,AR,"$3,593 ","$23,326 "
FEASTER TRAIL EMERGENC,ARKADELPHIA,AR,$167 ,$167 
1ST  CHOICE HEALTHCARE,ASH FLAT,AR,$0 ,$267 
BRADLEY BIBB MD PLLC,ASH FLAT,AR,$0 ,$171 
LITTLE RIVER MEMORIAL,ASHDOWN,AR,"$1,312 ","$13,003 "
LITTLE RIVER MEMORIAL,ASHDOWN,AR,"$1,353 ","$1,755 "
ST MARYS PHYSICIAN SER,ATKINS,AR,$148 ,"$12,056 "
MERCY CLINIC FORT SMIT,BARLING,AR,$0 ,$238 
URGENT TEAM OF ARKANSA,BATESVILLE,AR,"$1,659 ","$5,601 "
WHITE RIVER MEDICAL CE,BATESVILLE,AR,"$5,734 ","$1,035 "
BRADLEY BIBB MD PLLC,BAY,AR,$0 ,$236 
ARKANSAS HEALTH GROUP,BEEBE,AR,$49 ,$0 
MERCY HEALTH NORTHWEST,BELLA VISTA,AR,$826 ,"$3,097 "
MEDICAL EMERGENCY TRAU,BENTON,AR,$0 ,$167 
SALINE CLINICS LLC,BENTON,AR,$730 ,$0 
SALINE CLINICS LLC,BENTON,AR,"$1,107 ",$0 
SALINE MED PEDS,BENTON,AR,$0 ,$347 
SALINE MED PEDS,BENTON,AR,$0 ,$69 
SALINE MEMORIAL HOSPIT,BENTON,AR,"$17,255 ","$1,962 "
MERCY HEALTH NORTHWEST,BENTONVILLE,AR,"$3,547 ",$419 
NORTHWEST ARKANSAS HOS,BENTONVILLE,AR,"$179,014 ","$6,882 "
NORTHWEST BENTON COUNT,BENTONVILLE,AR,$69 ,"$1,674 "
NORTHWEST BENTON COUNT,BENTONVILLE,AR,$270 ,$0 
URGENT TEAM OF ARKANSA,BENTONVILLE,AR,$756 ,"$8,590 "
MERCY HOSPITAL BERRYVI,BERRYVILLE,AR,"$13,368 ","$39,272 "
WALKER HEART INSTITUTE,BERRYVILLE,AR,"$1,027 ",$0 
BAPTIST HEALTH MEDICAL,BISMARCK,AR,$192 ,"$1,325 "
EAST ARKANSAS EMERGENC,BLYTHEVILLE,AR,"$1,871 ","$1,639 "
NEA RELIANT HEALTH CAR,BONO,AR,$0 ,"$23,700 "
ACCESS MEDICAL CLINIC,BOONEVILLE,AR,$0 ,$144 
MERCY HOSPITAL BOONEVI,BOONEVILLE,AR,$34 ,"$7,618 "
SPRINGHILL MEDICAL CEN,BRADLEY,AR,$0 ,$59 
BAPTIST HEALTH STUTTGA,BRINKLEY,AR,$136 ,"$1,013 "
ARKANSAS HEALTH GROUP,BRYANT,AR,$0 ,$21 
ARKANSAS HEALTH GROUP,CABOT,AR,$0 ,$235 
ARKANSAS HEALTH GROUP,CAMDEN,AR,$75 ,$276 
ARKANSAS HEALTH GROUP,CAMDEN,AR,$69 ,$0 
RADIOLOGY ASSOCIATES P,CAMDEN,AR,$18 ,$0 
MERCY HEALTH NORTHWEST,CENTERTON,AR,$496 ,"$1,105 "
BAPTIST HEALTH STUTTGA,CLARENDON,AR,$0 ,$59 
OZARK HEALTH,CLINTON,AR,$0 ,"$1,194 "
AIR EVAC EMS INC,CONWAY,AR,"$15,378 ",$0 
AIR EVAC EMS INC,CONWAY,AR,"$16,654 ",$0 
ARKANSAS HEALTH GROUP,CONWAY,AR,"$3,362 ",$49 
BAPTIST HEALTH MEDICAL,CONWAY,AR,"$26,002 ","$22,900 "
CONWAY REGIONAL MEDICA,CONWAY,AR,"$1,797 ",$104 
CONWAY REGIONAL MEDICA,CONWAY,AR,"$5,531 ","$7,638 "
EMERGENCY DOCTORS GROU,CONWAY,AR,"$1,057 ","$2,894 "
LINCARE BILLING DEPT,CONWAY,AR,$125 ,$0 
PRIMECARE MEDICAL CLIN,CONWAY,AR,$121 ,$21 
URGENT TEAM OF ARKANSA,CONWAY,AR,"$1,338 ","$7,717 "
1ST  CHOICE HEALTHCARE,CORNING,AR,$0 ,$607 
BARRY V THOMPSON MD PA,CROSSETT,AR,$292 ,"$4,559 "
ESS HOSPITALIST LLC,CROSSETT,AR,$73 ,$0 
BRADLEY BIBB MD PLLC,DARDANELLE,AR,$0 ,$121 
DARDANELLE HOSPITAL YE,DARDANELLE,AR,"$8,920 ","$30,014 "
JAMES LEORARD WORKMAN,DE QUEEN,AR,$150 ,$0 
LANSDELL FAMILY CLINIC,DE QUEEN,AR,"$7,227 ","$69,246 "
RANDY D WALKER,DE QUEEN,AR,$596 ,"$2,609 "
RANDY D WALKER,DE QUEEN,AR,"$2,316 ","$9,495 "
BAPTIST HEALTH STUTTGA,DE WITT,AR,$0 ,$151 
MAINLINE HEALTH SYSTEM,DERMOTT,AR,$0 ,$979 
URGENT TEAM OF ARKANSA,DES ARC,AR,$0 ,$3 
ST MARYS PHYSICIAN SER,DOVER,AR,"$1,179 ","$23,076 "
DELTA MEMORIAL HOSPITA,DUMAS,AR,$60 ,"$3,329 "
MEDICAL CENTER OF SOUT,EL DORADO,AR,$312 ,"$7,646 "
NORTHWEST BENTON COUNT,EL DORADO,AR,$208 ,$0 
S CENTRAL HOSPITALISTS,EL DORADO,AR,"$32,436 ",$0 
SOUTH ARKANSAS EMERGEN,EL DORADO,AR,"$18,575 ","$2,141 "
BAPTIST HEALTH STUTTGA,ENGLAND,AR,$0 ,$111 
MAINLINE HEALTH SYSTEM,EUDORA,AR,$92 ,$492 
INFECTIOUS DISEASE SPE,FAYETTEVILLE,AR,"$24,211 ",$0 
MEDICAL ASSOCIATES OF,FAYETTEVILLE,AR,"$2,088 ","$6,409 "
MEDICAL ASSOCIATES OF,FAYETTEVILLE,AR,"$1,897 ","$7,421 "
MEDICAL ASSOCIATES OF,FAYETTEVILLE,AR,"$34,193 ","$8,044 "
NORTHWEST ARKANSAS PAT,FAYETTEVILLE,AR,"$3,388 ","$13,192 "
NORTHWEST PHYSICIANS L,FAYETTEVILLE,AR,$415 ,$0 
NORTHWEST PHYSICIANS L,FAYETTEVILLE,AR,$277 ,"$1,434 "
ROBERT C KARAS  MD,FAYETTEVILLE,AR,"$9,264 ","$17,512 "
ROBERT C KARAS  MD,FAYETTEVILLE,AR,"$1,169 ","$2,150 "
ST FRANCIS HOUSE NWA I,FAYETTEVILLE,AR,$246 ,"$12,770 "
UNIVERSITY OF ARKANSAS,FAYETTEVILLE,AR,$0 ,$18 
WALKER HEART INSTITUTE,FAYETTEVILLE,AR,"$29,159 ",$859 
WASHINGTON REGIONAL ME,FAYETTEVILLE,AR,"$656,400 ",$0 
ESS OF FORDYCE LLC,FORDYCE,AR,$115 ,$0 
FOREST CITY PHY SERVIC,FORREST CITY,AR,$808 ,$0 
FORREST CITY EMERGENCY,FORREST CITY,AR,$652 ,$811 
FORREST CITY MEDICAL C,FORREST CITY,AR,$499 ,"$1,906 "
BAPTIST HEALTH FORT SM,FORT SMITH,AR,"$172,128 ","$334,307 "
BAPTIST HEALTH SERVICE,FORT SMITH,AR,$49 ,$0 
BAPTIST HEALTH SERVICE,FORT SMITH,AR,"$28,583 ",$0 
BAPTIST HEALTH SERVICE,FORT SMITH,AR,$0 ,$171 
CISTERNA EMERGENCY PHY,FORT SMITH,AR,"$1,298 ","$3,470 "
DANNY SILVER MD PLLC D,FORT SMITH,AR,$0 ,$712 
MERCY CLINIC FORT SMIT,FORT SMITH,AR,$226 ,"$1,476 "
MERCY CLINIC FORT SMIT,FORT SMITH,AR,"$19,576 ","$8,552 "
MERCY HOSPITAL FORT SM,FORT SMITH,AR,"$130,634 ","$236,093 "
MERCY HOSPITAL OZARK,FORT SMITH,AR,$0 ,$167 
RADIOLOGISTS PA,FORT SMITH,AR,$9 ,$0 
URGENT TEAM OF ARKANSA,FORT SMITH,AR,$579 ,"$16,853 "
ACCESS MEDICAL CLINIC,GARFIELD,AR,$0 ,$765 
HEALTHSTAR PHYSICIANS,GLENWOOD,AR,$251 ,"$2,601 "
HEALTHSTAR PHYSICIANS,GLENWOOD,AR,$322 ,"$5,843 "
BAPTIST HEALTH SERVICE,GREENWOOD,AR,$69 ,$0 
BAPTIST HEALTH MEDICAL,GREERS FERRY,AR,$35 ,$212 
BAPTIST HEALTH MEDICAL,GURDON,AR,$0 ,$460 
URGENT TEAM OF ARKANSA,HARRISON,AR,$905 ,"$8,032 "
WALKER HEART INSTITUTE,HARRISON,AR,$957 ,$0 
BAPTIST HEALTH STUTTGA,HAZEN,AR,$101 ,$588 
ACCESS MEDICAL CLINIC,HEBER SPRINGS,AR,$0 ,$62 
BAPTIST HEALTH MEDICAL,HEBER SPRINGS,AR,"$1,415 ","$14,322 "
APP OF ARKANSAS ED PLL,HELENA,AR,$63 ,$167 
HELENA REGIONAL MEDICA,HELENA,AR,$0 ,$686 
PILLOW CLINIC PLLC,HELENA,AR,$377 ,$0 
ARKANSAS EMERGENCY STA,HOPE,AR,$344 ,"$2,573 "
WADLEY REGIONAL MEDICA,HOPE,AR,$545 ,"$8,627 "
CHI ST VINCENT MEDICAL,HOT SPRINGS,AR,$0 ,$18 
HEALTHSTAR PHYSICIANS,HOT SPRINGS,AR,$302 ,"$1,970 "
HEALTHSTAR PHYSICIANS,HOT SPRINGS,AR,$139 ,"$2,118 "
HEALTHSTAR PHYSICIANS,HOT SPRINGS,AR,$0 ,$275 
HEALTHSTAR PHYSICIANS,HOT SPRINGS,AR,$0 ,$645 
NATIONAL PARK MEDICAL,HOT SPRINGS,AR,$797 ,$770 
NATIONAL PARK MEDICAL,HOT SPRINGS,AR,$737 ,"$2,736 "
NATIONAL PARK PHYSICIA,HOT SPRINGS,AR,"$13,560 ",$0 
ARKANSAS HEALTH GROUP,HOT SPRINGS NATIONAL,AR,$75 ,$0 
CHI ST VINCENT HOSPITA,HOT SPRINGS NATIONAL,AR,$100 ,$0 
CHI ST VINCENT MEDICAL,HOT SPRINGS NATIONAL,AR,$0 ,$153 
HEALTHSTAR PHYSICIANS,HOT SPRINGS NATIONAL,AR,$263 ,"$4,655 "
HEALTHSTAR PHYSICIANS,HOT SPRINGS NATIONAL,AR,"$4,218 ","$34,792 "
HEALTHSTAR PHYSICIANS,HOT SPRINGS NATIONAL,AR,$0 ,"$2,468 "
HEALTHSTAR PHYSICIANS,HOT SPRINGS NATIONAL,AR,"$9,773 ","$70,953 "
NATIONAL PARK PHYSICIA,HOT SPRINGS NATIONAL,AR,$374 ,$0 
LAWRENCE MEMORIAL HEAL,IMBODEN,AR,$0 ,$302 
DOCTORS HEALTH GROUP I,JONESBORO,AR,$69 ,"$9,158 "
DOCTORS HEALTH GROUP I,JONESBORO,AR,$740 ,"$51,661 "
DOCTORS HEALTH GROUP I,JONESBORO,AR,"$1,099 ","$30,450 "
EMERSON AMBULANCE SERV,JONESBORO,AR,"$3,062 ",$0 
NEA BAPTIST CLINIC,JONESBORO,AR,$531 ,$0 
NEA BAPTIST CLINIC,JONESBORO,AR,"$1,064 ",$0 
NEA BAPTIST MEMORIAL H,JONESBORO,AR,"$206,175 ","$176,412 "
SE EMERGENCY PHYSICIAN,JONESBORO,AR,$456 ,"$3,739 "
ST BERNARDS HOME HEALT,JONESBORO,AR,"$13,889 ","$201,927 "
ACCESS MEDICAL CLINIC,LAMAR,AR,$0 ,$59 
AMERICAN HOME PATIENT,LITTLE ROCK,AR,$125 ,$0 
ARKANSAS CHILDRENS HOS,LITTLE ROCK,AR,$101 ,$0 
ARKANSAS CHILDRENS HOS,LITTLE ROCK,AR,"$8,934 ","$12,977 "
ARKANSAS HEALTH GROUP,LITTLE ROCK,AR,"$2,453 ",$0 
ARKANSAS HEALTH GROUP,LITTLE ROCK,AR,$0 ,$112 
ARKANSAS HEALTH GROUP,LITTLE ROCK,AR,"$26,738 ",$42 
ARKANSAS HEALTH GROUP,LITTLE ROCK,AR,$692 ,$0 
ARKANSAS HEALTH GROUP,LITTLE ROCK,AR,"$6,362 ",$0 
BAPTIST HEALTH MEDICAL,LITTLE ROCK,AR,"$196,983 ","$225,793 "
BAPTIST HEALTH SERVICE,LITTLE ROCK,AR,$171 ,$0 
EMERGENCY DOCTORS GROU,LITTLE ROCK,AR,"$7,713 ","$24,208 "
EMERGENCY DOCTORS GROU,LITTLE ROCK,AR,"$1,339 ","$10,177 "
LITTLE ROCK AMBULANCE,LITTLE ROCK,AR,"$60,910 ",$0 
LITTLE ROCK AMBULANCE,LITTLE ROCK,AR,"$7,395 ",$0 
RADIOLOGY ASSOCIATES P,LITTLE ROCK,AR,"$5,807 ","$1,467 "
RADIOLOGY CONSULTANTS,LITTLE ROCK,AR,"$1,113 ","$1,533 "
RADIOLOGY CONSULTANTS,LITTLE ROCK,AR,$278 ,$302 
ST VINCENT INFIRMARY M,LITTLE ROCK,AR,"$9,282 ","$9,084 "
ST VINCENT MEDICAL GRO,LITTLE ROCK,AR,$0 ,"$2,823 "
UNIVERSITY OF ARKANSAS,LITTLE ROCK,AR,"$767,738 ","$615,532 "
UNIVERSITY OF ARKANSAS,LITTLE ROCK,AR,$82 ,$65 
UNIVERSITY OF ARKANSAS,LITTLE ROCK,AR,$130 ,$0 
URGENT TEAM OF ARKANSA,LITTLE ROCK,AR,$392 ,"$4,800 "
MERCY HEALTH NORTHWEST,LOWELL,AR,$0 ,$158 
EMERGENCY STAFFING SOL,MAGNOLIA,AR,$404 ,$746 
MAGNOLIA REGIONAL MEDI,MAGNOLIA,AR,"$24,983 ","$3,738 "
ARKANSAS HEALTH GROUP,MALVERN,AR,"$2,614 ",$42 
BAPTIST HEALTH MEDICAL,MALVERN,AR,"$3,253 ","$33,694 "
HEALTHSTAR PHYSICIANS,MALVERN,AR,$70 ,$0 
MURRELET EMERGENCY PHY,MALVERN,AR,$0 ,$675 
BRADLEY BIBB MD PLLC,MARKED TREE,AR,$0 ,$549 
ARKANSAS HEALTH GROUP,MAUMELLE,AR,$69 ,$0 
ARKANSAS HEALTH GROUP,MAUMELLE,AR,"$14,134 ",$0 
MCGEHEE HOSPITAL INCOR,MC GEHEE,AR,$0 ,$117 
FIRST CARE FAMILY MEDI,MENA,AR,$304 ,"$9,403 "
DOCTORS HEALTH GROUP I,MONETTE,AR,$0 ,"$2,475 "
ARKANSAS EMERGENCY STA,MONTICELLO,AR,$0 ,$229 
MAINLINE HEALTH SYSTEM,MONTICELLO,AR,$0 ,"$1,300 "
MONTICELLO ESS LLC,MONTICELLO,AR,$42 ,$615 
ST ANTHONYS HOSPITAL A,MORRILTON,AR,$0 ,"$1,623 "
BAXTER REGIONAL MEDICA,MOUNTAIN HOME,AR,$103 ,"$2,823 "
WHITE RIVER MEDICAL CE,MOUNTAIN VIEW,AR,$862 ,$181 
COMPASSION HEALTH AND,NASHVILLE,AR,$18 ,$463 
COMPASSION HEALTH AND,NASHVILLE,AR,$206 ,$956 
HMH PHYSICIAN SERVICES,NASHVILLE,AR,"$1,887 ",$0 
HOWARD MEMORIAL HOSPIT,NASHVILLE,AR,"$3,053 ","$2,344 "
NES KENTUCKY INC,NASHVILLE,AR,$177 ,$281 
NES KENTUCKY INC,NASHVILLE,AR,$502 ,"$5,529 "
HARRIS EMERGENCY PHYSI,NEWPORT,AR,$694 ,$0 
WHITE COUNTY MEDICAL C,NEWPORT,AR,$0 ,"$2,833 "
ARKANSAS HEALTH GROUP,NORTH LITTLE ROCK,AR,"$3,639 ",$0 
ARKANSAS HEALTH GROUP,NORTH LITTLE ROCK,AR,$0 ,$172 
ARKANSAS HEALTH GROUP,NORTH LITTLE ROCK,AR,$0 ,$189 
ARKANSAS HEALTH GROUP,NORTH LITTLE ROCK,AR,$42 ,$0 
BAPTIST HEALTH MEDICAL,NORTH LITTLE ROCK,AR,"$98,032 ","$33,625 "
NATURAL STATE LABORATO,NORTH LITTLE ROCK,AR,"$10,476 ","$589,339 "
NEPHROLOGY ASSOCIATES,NORTH LITTLE ROCK,AR,"$1,345 ",$0 
URGENT TEAM OF ARKANSA,NORTH LITTLE ROCK,AR,$144 ,$585 
MERCY HOSPITAL OZARK,OZARK,AR,$0 ,"$4,465 "
MERCY HOSPITAL OZARK,OZARK,AR,$400 ,"$7,736 "
1ST  CHOICE HEALTHCARE,PARAGOULD,AR,$0 ,$186 
PARAGOULD ANESTHESIA G,PARAGOULD,AR,"$24,276 ","$36,218 "
MERCY CLINIC FORT SMIT,PARIS,AR,$855 ,"$1,056 "
MERCY HOSPITAL PARIS,PARIS,AR,$32 ,$64 
MERCY HOSPITAL PARIS,PARIS,AR,$164 ,$115 
ST FRANCIS HOUSE NWA I,PEA RIDGE,AR,$0 ,"$5,605 "
ACCESS MEDICAL CLINIC,PERRYVILLE,AR,$0 ,$35 
JEFFERSON REGIONAL MED,PINE BLUFF,AR,"$102,949 ","$54,704 "
SOUTH EAST ARKANSAS EM,PINE BLUFF,AR,"$4,534 ","$1,183 "
SOUTHEAST ARKANSAS HOS,PINE BLUFF,AR,"$1,231 ",$0 
MEDICAL ASSOCIATES OF,PRAIRIE GROVE,AR,$0 ,$105 
BAPTIST HEALTH MEDICAL,PRESCOTT,AR,$0 ,$248 
URGENT TEAM OF ARKANSA,QUITMAN,AR,"$8,947 ","$100,212 "
MEDICAL ASSOCIATES OF,ROGERS,AR,$0 ,$101 
MEDICAL ASSOCIATES OF,ROGERS,AR,$199 ,"$2,350 "
MERCY HEALTH NORTHWEST,ROGERS,AR,"$43,759 ",$264 
MERCY HEALTH NORTHWEST,ROGERS,AR,$169 ,$0 
MERCY HOSPITAL ROGERS,ROGERS,AR,"$597,239 ","$148,368 "
MERCY HOSPITAL ROGERS,ROGERS,AR,$350 ,$0 
MERCY HOSPITAL ROGERS,ROGERS,AR,"$2,100 ",$0 
MERCY HOSPITAL ROGERS,ROGERS,AR,"$256,979 ","$24,619 "
